codEstacao;municipio;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 01:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 02:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 03:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 04:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 05:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 06:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 07:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 08:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 09:00:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 08:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 08:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 08:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 08:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 08:50:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 09:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 10:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 11:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 12:20:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 11:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 11:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 11:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 11:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 11:50:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 12:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 12:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 12:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 13:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 14:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 15:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 16:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 17:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 18:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 19:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 20:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 21:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 22:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/03/2015 23:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 00:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 01:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 02:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 03:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 04:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 05:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 06:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 07:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 08:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 09:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 10:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 11:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 12:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 13:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 14:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 15:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 16:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 17:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 18:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 19:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 20:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 21:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 22:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/03/2015 23:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 00:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 01:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 02:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 03:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 04:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 05:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 06:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 07:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 08:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 09:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 10:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 11:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 12:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 13:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 14:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 15:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 16:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 17:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 18:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 19:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 20:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 21:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 22:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 23:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 00:30:00;1,181463929146538;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 23:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 23:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 23:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 23:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/03/2015 23:50:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 00:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 00:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 00:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 00:40:00;6,49619941339426;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 00:50:00;4,7252262981891615;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 01:00:00;1,9668063381360437;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 01:10:00;0,39268000000000003;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 01:20:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 01:40:00;0,39268000000000003;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 01:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 01:50:00;0,39268000000000003;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 02:00:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 02:40:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 02:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 02:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 02:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 02:50:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 03:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 04:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 05:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 06:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 07:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 08:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 09:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 10:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 11:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 12:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 13:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 14:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 15:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 16:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 17:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 18:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 19:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 20:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 21:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 22:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/03/2015 23:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 00:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 01:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 02:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 03:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 04:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 05:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 06:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 07:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 08:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 09:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 10:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 11:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 12:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 13:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 14:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 15:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 16:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 17:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 18:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 19:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 20:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 21:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 22:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/03/2015 23:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 00:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 01:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 02:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 03:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 04:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 05:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 06:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 07:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 08:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 09:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 10:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 11:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 12:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 13:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 14:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 15:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 16:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 17:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 17:50:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 17:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 17:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 17:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 17:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 18:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 19:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 20:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 21:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 22:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/03/2015 23:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 00:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 01:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 02:20:00;4,133926838032062;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 02:30:00;0,5896276400767119;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 01:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 01:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 01:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 01:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 01:50:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 02:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 02:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 02:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 03:00:00;0,39268000000000003;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 02:50:00;0,39268000000000003;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 04:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 04:40:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 04:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 04:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 04:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 04:50:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 05:10:00;0,7876457236352818;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 05:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 05:20:00;11,59523576078243;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 05:30:00;1,1780400000000002;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 05:40:00;1,572973617501642;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 05:50:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 06:00:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 06:10:00;0,39268000000000003;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 06:20:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 06:30:00;0,39268000000000003;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 06:40:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 06:50:00;0,5890200000000001;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 07:00:00;0,39268000000000003;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 07:10:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 07:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 07:20:00;0,5890200000000001;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 07:50:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 07:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 08:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 09:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 10:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 11:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 12:30:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 11:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 11:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 11:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 11:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 11:50:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 12:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 12:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 12:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 12:40:00;0,3928487382297552;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 12:50:00;1,374658818370517;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 13:00:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 13:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 13:50:00;2,560444666053519;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 13:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 13:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 13:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 14:00:00;2,1636088674716594;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 14:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 14:30:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 14:20:00;0,39268000000000003;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 15:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 16:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 17:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 18:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 19:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;08/03/2015 20:00:00;0,0;
