municipio;codEstacao;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 00:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 01:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 02:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 03:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 04:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 05:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 06:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 07:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 08:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 09:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 10:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 11:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 12:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 13:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 14:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 15:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 16:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 17:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 18:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 19:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 20:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 21:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 22:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;01/08/2014 23:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 00:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 01:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 02:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 03:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 04:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 05:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 06:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 07:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 08:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 09:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 10:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 11:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 12:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 13:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 14:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 15:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 16:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 17:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 18:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 19:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 20:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 21:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 22:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;02/08/2014 23:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 00:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 01:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 02:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 03:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 04:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 05:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 06:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 07:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 08:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 09:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 10:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 11:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 12:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 13:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 14:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 15:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 16:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 17:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 18:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 19:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 20:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 21:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 22:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;03/08/2014 23:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 00:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 01:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 02:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 03:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 04:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 05:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 06:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 07:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 08:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 09:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 10:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 11:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 12:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 13:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 14:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 15:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 16:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 17:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 18:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 19:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 20:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 21:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 22:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;04/08/2014 23:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 00:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 01:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 02:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 03:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 04:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 05:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 06:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 07:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 08:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 09:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 10:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 11:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 12:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 13:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 14:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 15:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 16:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 17:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 18:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 19:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 20:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 21:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 22:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;05/08/2014 23:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 00:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 01:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 02:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 03:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 04:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 05:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 06:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 07:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 08:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 09:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 10:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 11:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 12:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 13:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 14:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 15:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 16:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 17:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 18:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 19:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 20:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 21:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 22:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;06/08/2014 23:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;07/08/2014 00:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;07/08/2014 01:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;07/08/2014 02:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;07/08/2014 03:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;07/08/2014 04:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;07/08/2014 05:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;07/08/2014 06:00:00;0,0
BRUMADINHO;310900602A;MG;Progresso;-44,216;-20,146;07/08/2014 07:00:00;0,0
