Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:02044008


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
2044008;1;01/01/1991;1;59,0;549,1;28;22;1;1;1;1127,40002441406;1;0,0;0,0;0,0;7,2;49,3;31,2;7,0;0,0;0,0;17,2;3,0;27,3;50,2;18,3;24,3;50,0;30,4;14,2;10,1;5,2;0,0;0,0;21,0;10,4;25,3;5,3;33,2;59,0;50,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/12/1990;1;43,2;174,7;12;11;1;1;1;759,900024414062;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;43,2;11,0;0,0;10,2;14,3;8,2;20,0;18,1;14,2;2,1;0,0;0,0;0,0;0,0;24,2;9,2;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/11/1990;1;28,3;106,9;25;7;1;1;1;759,900024414062;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;7,2;0,0;0,0;0,0;0,0;19,0;0,0;0,0;0,0;0,0;20,2;28,3;10,0;0,0;0,0;20,2;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2044008;1;01/10/1990;1;9,4;16,9;20;3;1;1;1;759,900024414062;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,3;9,4;5,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/09/1990;1;24,4;24,4;15;1;1;1;1;759,900024414062;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2044008;1;01/08/1990;1;25,0;50,7;18;4;1;1;1;759,900024414062;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,0;5,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,2;6,4;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/07/1990;1;10,2;22,9;11;4;1;1;1;759,900024414062;1;0,0;0,0;0,0;0,0;0,0;1,2;4,3;0,0;0,0;0,0;10,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,2;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/06/1990;1;0,0;0,0;1;0;1;1;1;759,900024414062;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2044008;1;01/05/1990;1;34,2;70,5;2;4;1;1;1;759,900024414062;1;0,0;34,2;14,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/04/1990;1;14,0;34,9;10;6;1;1;1;759,900024414062;1;0,0;0,0;0,0;0,0;12,2;2,3;0,0;0,0;0,0;14,0;0,0;0,0;1,0;0,1;0,0;0,0;0,0;0,0;0,0;5,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2044008;1;01/03/1990;1;23,4;82,6;8;10;1;1;1;759,900024414062;1;0,0;0,0;4,2;0,0;0,0;0,0;0,0;23,4;0,0;0,0;0,0;5,0;0,0;4,0;0,0;14,2;0,0;0,0;0,0;2,0;5,3;0,0;12,2;10,3;0,0;0,0;0,0;0,0;2,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/02/1990;1;30,3;85,9;13;8;1;1;1;759,900024414062;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,2;0,0;0,0;0,0;30,3;17,4;2,1;6,2;0,0;0,0;0,0;0,0;0,0;0,0;14,2;4,2;0,0;3,3;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
2044008;1;01/01/1990;1;27,2;89,5;5;8;1;1;1;759,900024414062;1;23,0;11,3;19,4;6,4;27,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;1,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/12/1989;1;72,2;319,1;21;12;1;1;1;1207,90002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,4;34,2;39,1;24,1;30,1;29,3;0,0;0,0;0,0;28,3;72,2;0,0;0,0;0,0;0,0;7,2;1,0;0,0;0,0;7,0;23,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/11/1989;1;43,0;204,1;13;17;1;1;1;1207,90002441406;1;3,2;0,0;0,0;17,3;6,4;0,0;0,0;0,0;0,0;9,3;7,0;12,1;43,0;13,4;0,0;0,0;0,0;19,0;6,3;2,2;1,2;34,4;0,0;0,0;1,0;0,0;0,0;10,3;2,0;16,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2044008;1;01/10/1989;1;29,0;81,9;17;13;1;1;1;1207,90002441406;1;2,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;5,2;0,0;5,2;3,0;0,0;0,0;1,0;29,0;0,0;0,1;0,0;0,0;2,1;1,0;3,1;7,2;0,0;0,0;0,0;21,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/09/1989;1;36,4;86,9;29;6;1;1;1;1207,90002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;9,2;0,0;0,0;0,0;0,0;0,0;23,1;0,0;36,4;4,1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2044008;1;01/08/1989;1;15,3;31,5;28;6;1;1;1;1207,90002441406;1;0,0;0,0;0,0;0,0;0,0;1,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,0;2,1;0,0;15,3;9,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/07/1989;1;25,0;40,5;31;3;1;1;1;1207,90002441406;1;0,0;3,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,3;0,0;25,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/06/1989;1;4,1;11,3;17;4;1;1;1;1207,90002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,1;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,2;2,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2044008;1;01/05/1989;1;19,0;26,1;4;3;1;1;1;1207,90002441406;1;0,0;0,0;0,0;19,0;0,0;0,0;3,1;0,0;0,0;0,0;0,0;0,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/04/1989;1;5,3;5,3;15;1;1;1;1;1207,90002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2044008;1;01/03/1989;1;28,2;129,8;15;9;1;1;1;1207,90002441406;1;0,0;10,0;0,0;0,0;0,0;12,4;5,0;0,0;0,0;25,3;0,0;0,0;5,2;25,4;28,2;15,2;3,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/02/1989;1;28,0;157,3;12;10;1;1;1;1207,90002441406;1;0,0;0,0;25,0;0,0;13,0;25,3;5,2;17,4;13,0;9,2;0,0;28,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,0;0,0;0,0;9,2;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
2044008;1;01/01/1989;1;25,2;114,1;3;10;1;1;1;1207,90002441406;1;0,0;15,4;25,2;20,0;0,0;0,0;9,3;0,0;0,0;5,2;0,0;0,0;11,3;9,4;12,1;0,0;0,0;5,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/12/1988;1;25,0;135,0;24;13;1;1;1;1066,19995117188;1;8,4;2,4;10,2;8,2;0,0;0,0;0,0;0,0;0,0;7,4;0,0;5,0;9,2;4,4;0,0;0,0;0,0;0,0;0,0;0,0;9,2;12,0;19,2;25,0;14,4;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/11/1988;1;19,0;96,7;4;12;1;1;1;1066,19995117188;1;13,4;0,0;0,0;19,0;5,0;3,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,0;3,2;6,1;2,3;0,0;0,0;11,0;15,2;5,0;9,1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2044008;1;01/10/1988;1;26,0;126,7;21;8;1;1;1;1066,19995117188;1;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,2;5,1;0,0;0,0;0,0;0,0;0,0;0,0;3,1;0,0;26,0;0,0;25,0;22,3;0,0;0,0;0,0;23,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/09/1988;1;36,0;36,0;30;1;1;1;1;1066,19995117188;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;36,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2044008;1;01/08/1988;1;0,0;0,0;1;0;1;1;1;1066,19995117188;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/07/1988;1;0,1;0,1;15;1;1;1;1;1066,19995117188;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/06/1988;1;5,0;7,2;5;2;1;1;1;1066,19995117188;1;0,0;0,0;0,0;0,0;5,0;2,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2044008;1;01/05/1988;1;10,4;33,7;25;5;1;1;1;1066,19995117188;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,1;0,0;9,0;5,2;0,0;0,0;10,4;6,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/04/1988;1;26,2;65,1;14;8;1;1;1;1066,19995117188;1;0,0;0,0;5,3;10,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,2;0,0;0,0;5,2;9,1;0,0;2,0;0,0;0,0;0,0;3,3;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2044008;1;01/03/1988;1;57,3;127,2;3;6;1;1;1;1066,19995117188;1;0,0;0,0;57,3;2,3;52,1;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,0;10,4;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/02/1988;1;71,1;268,7;11;16;1;1;1;1066,19995117188;1;2,0;10,2;8,4;7,0;34,3;20,1;3,3;43,3;11,2;8,3;71,1;10,1;0,0;0,0;2,1;0,0;5,2;31,0;0,0;1,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
2044008;1;01/01/1988;1;29,1;169,8;1;16;1;1;1;1066,19995117188;1;29,1;15,0;0,0;0,0;1,2;7,1;4,4;14,3;24,4;3,0;0,1;29,1;1,1;4,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,3;0,0;3,2;0,0;0,0;0,0;0,0;14,3;5,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/12/1987;1;30,4;303,5;8;19;1;1;1;1078,80004882812;1;0,0;0,0;2,2;25,1;12,4;18,2;14,1;30,4;27,3;24,4;23,1;27,4;23,0;5,1;0,0;0,0;20,2;13,4;5,1;9,0;13,0;0,0;0,0;0,0;0,0;0,0;0,0;1,1;0,0;9,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/11/1987;1;18,1;74,1;29;9;1;1;1;1078,80004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,4;2,1;0,0;8,0;10,0;12,1;4,0;9,0;18,1;2,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2044008;1;01/10/1987;1;10,2;28,5;22;5;1;1;1;1078,80004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,2;9,0;10,2;4,0;2,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/09/1987;1;26,0;86,0;24;7;1;1;1;1078,80004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1;3,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,0;22,1;3,4;0,0;0,0;0,0;26,0;12,2;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2044008;1;01/08/1987;1;10,0;10,0;7;1;1;1;1;1078,80004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;10,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/07/1987;1;0,1;1,1;2;;1;1;0;1078,80004882812;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;
2044008;1;01/06/1987;1;2,0;5,0;8;;1;1;0;1078,80004882812;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,0;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;0;
2044008;1;01/05/1987;1;7,0;20,3;25;16;1;1;1;1078,80004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;2,1;0,1;0,1;0,0;0,0;0,1;0,0;0,0;0,1;2,1;1,0;0,1;0,1;0,0;7,0;0,0;0,0;3,1;4,0;0,1;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/04/1987;1;25,4;111,6;11;;1;1;0;1078,80004882812;1;0,0;7,3;19,1;5,2;4,3;5,1;22,3;3,1;2,0;0,0;25,4;0,0;0,0;;;;;;;0,7;0,0;0,0;0,1;2,0;15,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;0;
2044008;1;01/03/1987;1;60,2;257,6;9;13;1;1;1;1078,80004882812;1;5,3;0,0;0,0;0,0;16,3;1,1;0,0;28,3;60,2;26,0;57,0;9,2;13,1;0,0;0,0;12,3;17,3;0,0;4,3;0,0;7,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/02/1987;1;26,2;73,7;18;5;1;1;1;1078,80004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,0;14,2;0,0;0,0;0,0;0,0;0,0;18,3;26,2;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
2044008;1;01/01/1987;1;18,3;107,4;20;12;1;1;1;1078,80004882812;1;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,0;0,0;0,0;0,0;0,0;2,3;0,0;14,1;10,4;1,0;18,3;0,0;0,0;0,0;0,0;14,3;5,2;12,4;8,2;2,2;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/12/1986;1;50,0;521,6;24;24;1;1;1;1480,30004882813;2;13,4;15,2;0,0;0,0;0,0;0,0;5,4;10,3;5,1;8,2;13,1;36,4;32,0;12,4;30,1;17,4;8,1;0,0;0,0;0,0;16,3;1,0;33,4;50,0;36,4;25,2;40,4;23,2;12,3;40,3;36,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/11/1986;1;45,0;134,7;12;11;1;1;1;1480,30004882813;2;0,0;0,0;1,0;0,0;6,3;0,0;1,2;6,0;0,0;1,0;0,0;45,0;24,3;13,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,3;14,2;12,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2044008;1;01/10/1986;1;9,4;10,4;23;2;1;1;1;1480,30004882813;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;9,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/09/1986;1;3,4;3,4;29;1;1;1;1;1480,30004882813;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,4;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2044008;1;01/08/1986;1;32,4;44,9;22;5;1;1;1;1480,30004882813;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,1;1,0;2,3;0,0;2,1;0,0;0,0;0,0;32,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/07/1986;1;15,0;18,1;24;3;1;1;1;1480,30004882813;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1;15,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/06/1986;1;16,3;16,3;1;1;1;1;1;1480,30004882813;2;16,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2044008;1;01/05/1986;1;21,2;26,3;12;3;1;1;1;1480,30004882813;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1;3,0;21,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2044008;1;01/04/1986;1;13,0;19,1;12;3;1;1;1;1480,30004882813;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2044008;1;01/03/1986;1;;127,5;;;0;2;0;1480,30004882813;2;0,0;1,0;33,1;20,2;0,0;0,0;20,4;12,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,3;0,0;0,0;20,2;0,0;0,0;0,0;1,2;2,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
