codEstacao;municipio;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-03 17:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-03 18:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-03 19:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-03 20:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-03 21:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-03 22:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-03 23:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 00:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 01:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 02:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 03:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 04:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 05:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 06:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 07:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 08:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 09:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 10:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 11:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 12:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 13:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 14:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 15:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 16:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 17:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 18:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 19:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 20:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 21:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 22:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-04 23:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 00:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 01:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 02:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 03:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 04:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 05:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 06:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 07:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 08:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 09:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 09:10:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 09:20:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 09:30:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 09:40:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 09:50:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 10:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 10:10:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 10:20:00.0;0.20;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 10:30:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 10:40:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 10:50:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 11:00:00.0;0.20;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 11:10:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 11:20:00.0;0.20;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 11:30:00.0;0.39;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 11:40:00.0;0.20;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 11:50:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 12:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 12:10:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 12:20:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 12:30:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 12:40:00.0;0.20;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 12:50:00.0;0.20;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 13:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 14:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 14:10:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 14:20:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 14:30:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 14:40:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 14:50:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 15:00:00.0;0.20;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 15:10:00.0;0.20;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 15:20:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 15:30:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 15:40:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 15:50:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 16:00:00.0;1.37;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 16:10:00.0;2.16;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 16:20:00.0;1.18;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 16:30:00.0;0.39;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 16:40:00.0;0.20;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 16:50:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 17:00:00.0;0.20;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 17:10:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 17:20:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 17:30:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 17:40:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 17:50:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 18:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 18:10:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 18:20:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 18:30:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 18:40:00.0;0.20;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 18:50:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 19:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 19:10:00.0;0.79;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 19:20:00.0;2.56;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 19:30:00.0;0.20;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 19:40:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 20:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 21:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 22:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 22:10:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 22:20:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 22:30:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 22:40:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 22:50:00.0;0.59;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 23:00:00.0;0.59;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 23:10:00.0;0.98;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 23:20:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 23:30:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 23:40:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-05 23:50:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 00:00:00.0;0.59;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 00:10:00.0;0.59;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 00:20:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 01:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 02:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 02:10:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 02:20:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 02:30:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 02:40:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 02:50:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 03:00:00.0;0.20;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 03:10:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 04:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 05:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 05:10:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 05:20:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 05:30:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 05:40:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 05:50:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 06:00:00.0;0.20;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 06:10:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 07:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 08:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 09:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 10:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 11:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 12:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 13:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 14:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 15:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 16:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 17:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 18:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 18:10:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 18:20:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 18:30:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 18:40:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 18:50:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 19:00:00.0;0.20;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 19:10:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 19:20:00.0;0.39;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 19:30:00.0;0.98;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 20:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 20:10:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 20:20:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 20:30:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 20:40:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 20:50:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 21:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 21:10:00.0;0.20;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 21:20:00.0;5.51;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 21:30:00.0;5.52;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 21:40:00.0;0.79;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 21:50:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 22:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 22:10:00.0;0.39;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 22:20:00.0;0.79;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 22:30:00.0;0.20;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 22:40:00.0;0.20;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 22:50:00.0;0.39;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 23:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 23:10:00.0;0.20;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 23:20:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 23:30:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 23:40:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-06 23:50:00.0;0.20;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 00:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 01:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 02:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 03:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 04:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 05:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 05:10:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 05:20:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 05:30:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 05:40:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 05:50:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 06:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 06:10:00.0;0.20;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 06:20:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 06:30:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 07:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 08:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 09:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 10:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 11:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 12:00:00.0;0.00;
310900602A;BRUMADINHO;MG;Progresso;-44.216;-20.146;2015-05-07 13:00:00.0;0.00;
